No.,Name,RA 1900 (Hour),RA 1900 (Min),Dec 1900 (Degrees),Dec 1900 (Min),RA 2000,Dec 2000,D. Number 1,D Number 2,Mag.,Spectral Type,Tot. Mu,Mu alpha,AO Mu alpha,Rel. Parallax,P.E.,Ptg. Mag.,No. Pl,f_GCTP,GCTP,comp,RA1900,DE1900,Vmag,B-V,MK,name,pm,pmPA,pi,e_pi,q_pi,_RA.icrs,_DE.icrs
1580,47 Herc,16,45.5,7,25,16h49m51.051s,+07d14m35.7894s,7,3256.0,5.5,A0,0.051,0.049,0.063,0.022,7;24,12.3,32,,3829.00,,16 45 27.9,+07 25 12,5.49,0.10,A3m,47 Her,0.048,90,0.0235,9.4,G,16 50 19.3,+07 14 52
1581,Pi 71,17,16.1,25,38,17h20m04.4766s,+25d31m55.033s,25,3246.0,5.3,A2,0.027,0.018,0.027,0.006,5;20,12.2,30,,3942.00,,17 16 05.2,+25 38 21,5.38,0.03,A3   III,,0.023,131,0.0095,8.4,,17 20 09.8,+25 32 15
1582,Br 2245,17,48.8,40,0,17h51m15.4144s,+39d58m29.3353s,40,3228.0,6.1,K0,0.05,-0.017,-0.008,0.012,6;23,12.3,31,,4081.00,,17 48 49.4,+40 00 13,6.04,1.33,K4   g,,0.055,344,0.0146,8.6,G,17 52 04.7,+39 58 55
1583,68 Ophi,17,56.7,1,18,18h01m04.3585s,+01d17m47.2196s,1,3560.0,4.4,A2,0.018,0.01,0.014,0.011,6;24,11.9,31,*,4114.00,,17 56 40.7,+01 18 27,4.45,0.02,A2   Vn,68 Oph,0.025,173,0.0191,8.0,G,18 01 45.1,+01 18 18
1584,Grb 2535,18,12.7,45,10,18h14m53.1218s,+45d11m57.5349s,45,2684.0,6.3,G0,0.135,-0.072,-0.069,0.044,6;25,12.5,32,,4198.00,,18 12 40.0,+45 10 41,6.29,0.62,G2   V,,0.138,218,0.0460,9.8,,18 15 32.4,+45 12 33
1585,105 Herc,18,15.1,24,24,18h19m06.8751s,+24d26m29.0794s,24,3381.0,5.5,K5,0.009,0.008,0.015,-0.013,6;22,12.5,31,,4208.00,,18 15 03.7,+24 24 15,5.27,1.53,K3   III:*,105 Her,0.010,52,0.0000,7.0,F,18 19 10.7,+24 26 45
1586,Lal 34288,18,26.4,20,45,18h30m17.0464s,+20d49m05.554s,20,3821.0,6.6,G5,0.261,0.006,0.03,0.026,5;19,12.4,31,,4260.00,,18 26 24.4,+20 45 11,6.50,0.79,G8   IV,,0.270,178,0.0279,8.4,,18 30 41.6,+20 48 53
1587,Lal 36715,19,21.8,12,49,19h25m38.7442s,+13d00m52.8704s,12,3907.0,5.8,F5,0.059,0.006,0.011,0.032,6;22,12.6,29,,4548.00,,19 21 45.2,+12 49 20,5.74,0.47,F6   III,,0.059,6,0.0315,8.4,G,19 26 24.1,+13 01 25
1588,Grb 2935,19,41.3,57,46,19h42m55.1844s,+58d00m22.7233s,57,2057.0,6.3,F8,0.148,0.134,0.129,0.043,5;20,12.2,31,,4644.00,,19 41 17.5,+57 46 40,6.22,0.56,G0   V,,0.129,115,0.0457,8.4,,19 43 14.3,+58 01 00
1589,Grb 2961,19,49.5,38,30,19h52m32.8256s,+38d45m31.6386s,38,3801.0,8,G5,0.342,-0.039,-0.042,0.017,5;21,12.4,32,*,4700.00,,19 49 28.9,+38 30 14,7.56,0.78,G8   IV,,0.342,353,0.0168,8.0,G,19 53 01.5,+38 46 23
1590,35 Cygn,20,14.8,34,40,20h17m50.3026s,+34d58m40.3892s,34,3967.0,5.2,F5p,0.009,0.001,0.0,0.004,5;20,12.2,31,,4843.00,,20 14 48.5,+34 40 12,5.17,0.65,F5   Ib,35 Cyg,0.003,240,0.0061,8.4,,20 18 39.0,+34 58 58
1591,Br 2726,20,54.7,44,5,20h57m33.566s,+44d28m11.1409s,43,3777.0,5.8,K0,0.126,0.103,0.093,0.015,5;18,12.6,31,,5035.00,,20 54 44.5,+44 04 55,5.55,0.97,K0   IIIb*,,0.133,54,0.0166,8.4,,20 58 19.4,+44 28 18
1592,Grb 3409,21,5.8,71,2,21h05m35.7521s,+71d26m09.9281s,70,1164.0,6,F2,0.122,-0.056,-0.042,0.028,6;22,12.5,32,0,0.00,0,0,0,0.00,0.00,0,0,0.000,0,0.0000,0.0,0,0,0
1593,Pi 153,21,23.9,31,47,21h27m15.1532s,+32d13m04.0529s,31,4462.0,5.7,F0,0.144,0.122,0.138,0.018,5;19,12.4,30,,5172.00,,21 23 51.7,+31 47 14,5.80,0.32,F0   V,,0.160,58,0.0233,7.1,G,21 28 08.2,+32 13 31
1594,Lal 42677,21,47.9,41,53,21h51m02.0313s,+42d21m06.0302s,41,4291.0,7.8,G5,0.353,-0.163,-0.172,0.044,5;21,12.4,30,,5286.00,A,21 47 51.9,+41 52 58,7.86,0.79,G8,G 215-017,0.343,209,0.0461,8.4,,21 51 52.9,+42 20 38
,,,,,,,,,,,,,,,,,,,,5286.00,B,21 47 52.9,+41 52 59,12.30,,,,,,,,,21 51 55.4,+42 21 09
1595,20 Pegs,21,56.2,12,38,22h00m51.9355s,+13d06m49.1373s,12,4737.0,5.7,F2,0.075,0.053,0.046,0.034,7;28,12.2,30,,5316.00,,21 56 12.9,+12 38 26,5.60,0.34,F4   III,20 Peg,0.079,132,0.0366,11.1,,22 01 05.3,+13 07 11
1596,Lal 43205,22,3.1,52,39,22h06m42.3151s,+53d08m16.8703s,52,3112.0,7.9,K0,0.637,-0.543,-0.529,0.038,5;20,12.5,33,0,0.00,0,0,0,0.00,0.00,0,0,0.000,0,0.0000,0.0,0,0,0
1597,Eta Aqar,22,30.2,0,38,22h35m06.6125s,+01d09m00.4374s,0,4384.0,4.1,B8,0.096,0.087,0.087,0.022,6;22,12.1,30,0,0.00,0,0,0,0.00,0.00,0,0,0.000,0,0.0000,0.0,0,0,0
1598,Grb 3858,22,37.1,41,1,22h41m26.8913s,+41d32m21.3681s,40,4885.0,6.1,K0,0.159,0.145,0.135,-0.002,4;14,12.5,29,,5497.00,,22 37 07.8,+41 01 29,5.92,1.02,G9   III,,0.148,69,0.0000,7.2,,22 41 36.0,+41 32 56
1599,64 Pegs,23,17.0,31,16,23h21m52.9474s,+31d48m53.2756s,31,4897.0,5.4,B8,0.01,0.001,0.003,-0.005,5;21,12.3,29,,5654.00,,23 17 01.8,+31 15 52,5.32,-0.11,B6   III,64 Peg,0.008,111,-0.0011,8.4,,23 21 54.9,+31 48 45
1600,Psi Pegs,23,52.7,24,35,23h57m05.9151s,+25d08m24.0132s,24,4865.0,4.8,Ma,0.049,-0.04,-0.039,0.003,5;21,12.1,32,*,5788.00,,23 52 39.6,+24 35 08,4.66,1.59,M3   III,PSI Peg,0.043,230,0.0036,7.3,G,23 57 45.5,+25 08 29
1601,WB 1377,0,3.5,36,4,00h08m09.7826s,+36d37m23.9846s,35,8.0,6.1,F5,0.179,-0.105,-0.111,0.044,4;16,12.4,31,0,0.00,0,0,0,0.00,0.00,0,0,0.000,0,0.0000,0.0,0,0,0
1602,Psi Cas,1,18.9,67,36,01h25m01.7727s,+68d07m19.1265s,67,123.0,5,K0,0.083,0.077,0.077,0.011,7;26,12.6,32,,285.00,,01 18 51.6,+67 36 29,4.74,1.05,K0   III,PSI Cas,0.082,66,0.0126,10.1,G,01 25 55.9,+68 07 48
1603,12 Per,2,35.9,39,46,02h41m18.7277s,+40d11m45.9105s,39,610.0,5,G0,0.187,-0.014,-0.019,0.042,4;17,12.4,32,*,541.00,,02 35 55.9,+39 46 16,4.91,0.59,F9   V,12 Per,0.184,186,0.0418,6.7,G,02 42 14.8,+40 11 38
1604,Rho Per,2,58.8,38,27,03h04m23.341s,+38d50m30.0402s,38,630.0,Var,Mb,0.169,0.132,0.126,-0.001,6;27,12.3,33,,635.00,,02 58 45.8,+38 27 10,3.39,1.65,M4   II,RHO Per,0.165,128,0.0096,8.6,G,03 05 10.5,+38 50 25
1605,Beta Cam,4,54.5,60,18,05h02m53.9651s,+60d26m51.91s,60,856.0,4.2,G0p,0.015,-0.002,-0.008,0.002,6;28,12,32,,1118.00,,04 54 31.1,+60 17 46,4.03,0.92,G1   Ib-I*,BET Cam,0.015,195,0.0089,8.4,G,05 03 25.1,+60 26 32
1606,Iota Tau,4,57.1,21,27,05h02m58.2921s,+21d35m38.9272s,21,751.0,4.7,A5,0.08,0.067,0.065,0.02,6;29,12,34,,1132.00,,04 57 06.9,+21 26 50,4.64,0.16,A7   V,IOT Tau,0.078,121,0.0175,5.3,P,05 03 05.7,+21 35 24
1607,Lal. 10940,5,41.4,1,8,05h46m10.0704s,+01d10m23.4419s,1,2226.0,6.1,G5,0.165,-0.073,-0.077,0.027,4;19,12.7,30,,1320.00,,05 41 25.3,+01 08 00,5.95,0.78,G4   V,,0.169,208,0.0294,7.2,,05 46 34.8,+01 10 05
1608,31 Cam,5,46.0,59,52,05h54m57.5299s,+59d53m23.2308s,59,920.0,5.3,A0,0.02,0.004,-0.001,0.007,4;18,12.3,32,,1342.00,,05 46 00.3,+59 51 56,5.20,0.02,A2   V,TU Cam,0.018,170,0.0107,7.2,,05 54 57.8,+59 53 17
1609,36 Cam,6,2.8,65,44,06h12m03.5741s,+65d42m58.4968s,65,517.0,5.4,K0,0.031,0.11,0.006,0.001,5;23,12.2,30,,1418.00,,06 02 47.4,+65 44 18,5.32,1.34,K1.5 IIIb*,36 Cam,0.033,165,0.0033,8.4,,06 12 51.0,+65 43 06
1610,Lal. 11803,6,7.6,10,40,06h12m32.5065s,+10d38m34.541s,10,1050.0,6.5,G5,0.301,0.094,0.082,0.054,4;17,12,31,0,0.00,0,0,0,0.00,0.00,0,0,0.000,0,0.0000,0.0,0,0,0
1611,Pi. 132,7,39.8,80,31,07h55m51.6713s,+80d15m54.058s,80,238.0,6.5,G5,0.482,-0.476,-0.478,0.075,5;24,12.2,32,,1829.00,,07 39 45.8,+80 30 58,6.56,0.73,G8   V,Piazzi VII1,0.489,278,0.0656,5.9,F,07 56 17.1,+80 15 56
1612,1 Hya,8,19.6,-3,26,08h24m00.542s,-03d45m20.5583s,-3,2333.0,5.7,F5,0.213,-0.211,-0.205,0.058,4;17,12.3,32,,1998.00,,08 19 35.8,-03 25 36,5.61,0.46,F3   V,1 Hya,0.214,263,0.0554,5.9,G,08 24 35.0,-03 45 03
1613,34 Lyn,8,34.1,46,11,08h40m54.4047s,+45d49m48.5909s,46,1422.0,5.5,K0,0.089,0.029,0.026,0.012,5;23,12.5,30,,2063.00,,08 34 06.4,+46 11 05,5.37,0.99,G8   IV,34 Lyn,0.092,15,0.0147,8.4,,08 41 01.0,+45 50 02
1614,19 LMi,9,51.6,41,32,09h57m08.6896s,+41d03m30.4647s,41,2033.0,5.2,F5,0.121,-0.117,-0.095,0.035,6;24,12.2,31,,2355.00,,09 51 33.6,+41 31 54,5.14,0.46,F6   V s,19 LMi,0.122,256,0.0387,9.8,,09 57 41.0,+41 03 20
1615,2 Dra,11,30.2,69,53,11h35m49.7681s,+69d19m49.3979s,70,670.0,5.4,K0,0.17,0.109,0.112,0.018,5;21,12.4,32,,2679.00,,11 30 11.3,+69 52 45,5.20,1.01,K0   III,2 Dra,0.161,139,0.0273,7.1,F,11 36 02.8,+69 19 23
1616,Pi. 255,12,57.9,64,9,13h00m58.0086s,+63d36m41.4409s,64,927.0,6,F5,0.18,-0.178,-0.158,0.029,5;20,12.4,31,,2990.00,,12 57 52.4,+64 08 50,6.00,0.41,F6   V,,0.178,279,0.0344,7.6,G,13 01 46.8,+63 36 37
1617,Theta Vir,13,4.8,-5,0,13h09m10.9164s,-05d32m00.551s,-4,3430.0,4.4,A0,0.053,-0.036,-0.053,0.026,7;25,11.8,37,*,3005.00,A,13 04 46.2,-05 00 18,4.38,-0.01,A1   IVs,THE Vir,0.051,223,0.0240,7.9,G,13 09 57.0,-05 32 20
,,,,,,,,,,,,,,,,,,,*,3005.00,B,13 04 48.0,-05 00 00,8.00,0.20,Am,,,,,,,13 09 59.0,-05 31 58
1618,Lal. 25653,13,51.8,32,31,13h55m27.3685s,+32d01m35.1349s,32,2411.0,6.3,F2,0.139,-0.132,-0.105,0.012,8;28,12.6,30,,3181.00,,13 51 44.2,+32 31 14,6.32,0.37,F4   IV-V,,0.127,290,0.0149,12.5,,13 56 10.4,+32 01 57
1619,Lal. 25818,13,58.6,11,16,14h02m54.3225s,+10d47m05.9736s,11,2625.0,6.4,G5,0.324,0.08,0.09,0.059,6;22,12.2,30,,3201.00,,13 58 37.4,+11 16 34,6.30,0.74,G8   V,,0.322,164,0.0658,6.0,,14 03 32.3,+10 47 12
1620,Grb. 2196,14,57.0,82,55,14h50m09.1699s,+82d30m42.8943s,83,431.0,5.7,G0,0.283,0.164,0.161,0.024,5;17,12.5,31,,3393.00,,14 57 02.8,+82 55 21,5.64,0.68,F9   V,Groom 2196,0.284,146,0.0140,5.3,F,14 50 20.2,+82 30 42
1621,Lal. 27957,15,15.6,-2,3,15h20m11.3403s,-02d24m44.5545s,-1,3047.0,6.5,K2,0.314,-0.256,-0.257,0.027,6;23,12.8,31,*,3466.00,,15 15 37.3,-02 02 50,6.35,1.06,K0   V,,0.311,237,0.0329,7.7,G,15 20 47.0,-02 24 47
1622,Lal. 28358,15,26.6,57,47,15h28m21.836s,+57d26m20.2159s,57,1590.0,6.9,F8,0.306,-0.266,-0.252,0.021,6;23,12.4,33,*,3503.00,A,15 26 33.6,+57 47 01,6.87,0.49,F6   IV-V,,0.312,302,0.0237,9.8,,15 28 51.9,+57 26 42
1623,16 Her,16,11.0,19,4,16h15m26.4118s,+18d48m59.4742s,19,3075.0,5.9,K0,0.108,-0.067,-0.064,0.01,8;28,12.7,30,,3690.00,,16 11 02.6,+19 03 38,5.69,1.12,K3   III,16 Her,0.127,214,0.0123,12.5,,16 15 28.6,+18 48 27
1624,Lal. 29752,16,13.9,32,2,16h16m52.7619s,+31d47m12.9347s,32,2702.0,6.9,G0,0.327,0.153,0.187,0.022,6;21,12.3,32,*,3702.00,,16 13 52.0,+32 02 24,6.86,0.57,G0   V,,0.353,27,0.0246,9.8,,16 17 45.9,+31 48 16
1625,17 G Oph,16,22.3,-7,22,16h27m23.4364s,-07d35m29.7619s,-7,4292.0,5.4,Ma,0.161,0.009,0.004,0.011,6;24,12.4,33,,3738.00,,16 22 19.9,-07 22 10,5.23,1.72,M3-  III,,0.159,177,0.0093,7.2,G,16 27 43.5,-07 35 53
1626,Pi. 195,16,34.9,77,39,16h29m46.4314s,+77d26m28.0132s,77,627.0,6.4,G5,0.289,-0.1,-0.09,0.016,5;20,12.4,30,*,3786.00,,16 34 56.2,+77 38 44,6.34,1.00,K1   III,Piazzi XVI1,0.296,340,0.0160,6.9,G,16 30 38.6,+77 26 47
1627,30 Oph,16,55.8,-4,4,17h00m16.7077s,-04d12m58.7236s,-4,4215.0,5,K0,0.096,-0.049,-0.042,0.004,6;22,12.2,32,*,3862.00,,16 55 47.1,-04 04 21,4.82,1.48,K4   III,30 Oph,0.088,210,0.0123,2.2,G,17 01 03.6,-04 13 21
1628,Lal. 31693,17,17.9,48,17,17h19m40.2108s,+48d10m57.5902s,48,2506.0,6.3,F2,0.19,0.188,0.207,0.007,7;24,12.5,31,,3949.00,,17 17 51.6,+48 17 15,6.43,0.43,F4   V,,0.195,94,0.0093,11.1,,17 20 33.7,+48 11 19
1629,Lal. 32019,17,28.4,34,21,17h31m36.9683s,+34d16m36.7038s,34,2989.0,6.5,G5,0.242,-0.238,-0.246,0.049,5;19,12.3,34,,3984.00,,17 28 25.9,+34 20 29,6.56,0.65,G5   V,,0.256,285,0.0541,6.6,G,17 32 00.9,+34 16 16
1630,Lal. 33085,17,56.8,29,34,17h59m51.5826s,+29d33m41.9151s,29,3165.0,7.2,G5,0.213,-0.128,-0.14,0.037,4;17,12.9,31,*,4117.00,A,17 56 48.3,+29 34 12,7.08,0.64,G2   V,CI 18-2385,0.228,323,0.0388,7.2,,18 00 38.9,+29 34 19
1631,Phi Dra,18,22.2,71,17,18h20m34.0469s,+71d20m05.9356s,71,889.0,4.2,A0p,0.038,-0.008,0.005,0.006,6;24,12,39,*,4241.00,,18 22 11.5,+71 17 04,4.22,-0.10,A0pSi:,PHI Dra,0.044,333,0.0101,6.7,F,18 20 45.3,+71 20 15
1632,Lal. 34528,18,31.4,34,22,18h34m36.7962s,+34d26m45.9939s,34,3245.0,5.9,B5,0.001,0.001,0.001,-0.023,6;23,12.4,31,,4281.00,,18 31 36.6,+34 22 36,6.10,-0.11,B5   Vne,Lal 34528,0.021,7,-0.0212,9.8,,18 35 13.5,+34 27 29
1633,Lal. 34852,18,41.5,23,29,18h45m10.2063s,+23d35m14.6583s,23,3439.0,6.2,F2,0.09,0.004,0.019,0.019,4;16,12.3,31,0,0.00,0,0,0,0.00,0.00,0,0,0.000,0,0.0000,0.0,0,0,0
1634,48 Dra,18,55.1,57,41,18h56m41.8332s,+57d49m03.7051s,57,1922.0,5.7,K0,0.078,-0.037,-0.03,0.018,5;20,12.5,31,,4405.00,,18 55 03.5,+57 40 55,5.66,1.15,K1   III,48 Dra,0.071,211,0.0200,8.4,,18 56 45.0,+57 48 53
1635,Lal. 37161,19,29.4,49,57,19h31m40.0366s,+50d09m49.8511s,49,3038.0,8.1,F8,0.308,-0.092,-0.084,0.023,4;17,12.4,35,0,0.00,0,0,0,0.00,0.00,0,0,0.000,0,0.0000,0.0,0,0,0
1636,U Vul,19,32.3,20,7,19h36m22.2437s,+20d20m20.8372s,20,4200.0,Var,G5,0.016,-0.008,-0.002,-0.018,6;24,12.4,39,,4604.00,,19 32 15.4,+20 06 35,7.14,1.32,F2-F8Iab,,0.003,205,-0.0120,8.2,G,19 36 37.7,+20 19 57
1637,Lal. 37832,19,48.1,-3,22,19h53m14.0827s,-03d06m29.5767s,-3,4742.0,5.6,F0p,0.018,0.009,0.019,0.0,5;20,12.1,32,,4685.00,,19 48 04.4,-03 22 24,5.65,0.20,A5p,,0.026,52,0.0022,8.4,,19 53 18.7,-03 06 52
1638,P Cyg,20,14.1,37,43,20h17m41.1846s,+38d01m39.8392s,37,3871.0,4.9,B1p,0.01,-0.009,-0.003,0.0,5;19,11.9,37,,4837.00,,20 14 06.0,+37 43 19,4.81,0.42,B1   pe,P Cyg,0.016,222,0.0035,7.2,G,20 17 47.2,+38 01 58
1639,15 Del,20,44.9,12,10,20h48m45.5019s,+12d32m10.7794s,12,4472.0,6,F5,0.111,0.053,0.037,0.029,4;16,12.4,36,*,4977.00,,20 44 51.7,+12 10 16,5.98,0.43,F5   V,15 Del,0.118,28,0.0310,7.2,,20 49 37.7,+12 32 43
1640,Pi. 391,20,50.4,54,8,20h52m50.939s,+54d30m43.4728s,53,2511.0,7.2,K0,0.179,0.02,0.019,0.004,4;16,12.8,34,,5001.00,,20 50 26.8,+54 08 00,7.14,0.96,K0   III,,0.187,6,0.0057,7.2,,20 53 18.3,+54 31 05
1641,Epsilon Equ AB,20,54.1,3,55,20h59m00.4932s,+04d18m15.6878s,,,5.3,F5,0.186,-0.115,-0.1,0.023,5;19,10.3,36,*,5029.00,M,20 54 04.6,+03 54 35,5.23,0.46,F6   IV,EPS Equ,0.171,218,0.0176,3.2,G,20 59 04.5,+04 17 37
,,,,,,,,,,,,,,,,,,,*,5029.00,A,20 54 04.6,+03 54 35,6.00,,F5   IV,EPS Equ,0.171,218,0.0176,3.2,G,20 59 04.5,+04 17 37
,,,,,,,,,,,,,,,,,,,*,5029.00,B,20 54 05.3,+03 54 38,6.30,,F7   IV,,0.201,222,,,,20 59 05.0,+04 17 39
,,,,,,,,,,,,,,,,,,,*,5029.00,C,20 54 06.0,+03 55 00,7.20,,G0   V,,0.177,222,,,,20 59 05.8,+04 18 03
1642,Epsilon Equ C,20,54.1,3,55,20h59m00.4932s,+04d18m15.6878s,,,7.4,F5,0.177,-0.118,-0.107,0.014,5;20,12.2,36,*,5029.00,M,20 54 04.6,+03 54 35,5.23,0.46,F6   IV,EPS Equ,0.171,218,0.0176,3.2,G,20 59 04.5,+04 17 37
,,,,,,,,,,,,,,,,,,,*,5029.00,A,20 54 04.6,+03 54 35,6.00,,F5   IV,EPS Equ,0.171,218,0.0176,3.2,G,20 59 04.5,+04 17 37
,,,,,,,,,,,,,,,,,,,*,5029.00,B,20 54 05.3,+03 54 38,6.30,,F7   IV,,0.201,222,,,,20 59 05.0,+04 17 39
,,,,,,,,,,,,,,,,,,,*,5029.00,C,20 54 06.0,+03 55 00,7.20,,G0   V,,0.177,222,,,,20 59 05.8,+04 18 03
,Mean,,,,,0,0,3,4473.0,,,,,,0.019,4,,,0,0.00,0,0,0,0.00,0.00,0,0,0.000,0,0.0000,0.0,0,0,0
1643,Pi. 114,21,19.5,23,51,21h23m29.2747s,+24d16m42.5886s,23,4300.0,5.7,F0,0.133,0.131,0.13,0.025,5;21,12.3,34,,5155.00,,21 19 28.4,+23 50 39,5.71,0.32,F1   IV,,0.136,81,0.0270,8.4,,21 23 58.8,+24 16 26
1644,Lal. 42199,21,34.4,19,49,21h38m38.7873s,+20d16m03.4172s,19,4754.0,5.8,F0,0.109,0.109,0.132,0.019,6;24,12.4,34,,5219.00,,21 34 21.4,+19 48 50,5.85,0.32,F2   V,,0.125,90,0.0211,9.8,,21 39 01.2,+20 15 55
1645,Pi. 406,22,2.7,18,59,22h06m44.8575s,+19d28m14.842s,18,4930.0,5.8,F0,0.126,0.12,0.143,0.013,6;20,12.3,29,0,0.00,0,0,0,0.00,0.00,0,0,0.000,0,0.0000,0.0,0,0,0
1646,Lal. 44541,22,40.9,29,56,22h44m41.5393s,+30d27m30.6182s,29,4753.0,6.5,K0,0.441,-0.266,-0.249,0.02,5;18,12.3,33,*,5512.00,A,22 40 54.5,+29 55 34,6.40,0.94,K1   III-*,CI 18-2968,0.430,216,0.0259,6.3,G,22 45 34.4,+30 26 32
1647,AG Chr. 3703,22,55.1,68,29,22h58m33.7877s,+69d01m08.8169s,68,1345.0,8.4,K0,0.659,0.587,0.589,0.024,5;20,12.4,31,*,5574.00,A,22 55 08.8,+68 29 11,8.75,0.78,K0   V,CI 18-3002,0.655,63,0.0177,6.4,G,22 58 53.7,+69 01 50
1648,Phi Aqr,23,9.1,-6,35,23h14m10.4858s,-06d02m19.9735s,-6,6170.0,4.4,4.4 Ma,0.195,0.033,0.032,0.006,8;31,12.4,31,,5620.00,,23 09 08.5,-06 35 17,4.22,1.56,M1.5 III,PHI Aqr,0.196,169,0.0089,8.0,G,23 14 19.3,-06 02 56
1649,11 And,23,14.8,47,5,23h18m39.9066s,+47d37m48.3084s,47,4110.0,5.4,K0,0.058,0.015,0.014,0.016,4;16,12.4,31,,5644.00,,23 14 50.1,+48 04 36,5.44,1.03,K0   III,11 And,0.069,13,0.0179,7.2,,23 19 29.8,+48 37 32
1650,Grb. 4220,23,59.5,66,37,00h04m09.5493s,+67d10m24.5318s,66,1679.0,5.8,K0,0.098,0.092,0.084,0.004,6;25,12.4,33,,5816.00,,23 59 30.1,+66 36 32,5.67,1.07,K1   III,Groom 422,0.091,65,0.0169,6.8,G,00 04 41.8,+67 10 00
1651,Eta Psc,1,26.1,14,50,01h31m20.9853s,+15d20m56.3886s,14,231.0,3.7,G5,0.027,0.026,0.026,0.017,5;21,12.3,38,,314.00,,01 26 07.8,+14 49 49,3.62,0.97,G7   IIIa,ETA Psc,0.027,93,0.0139,5.5,P,01 31 29.0,+15 20 44
1652,Delta Tri,2,10.9,33,46,02h15m56.802s,+34d13m56.5246s,33,395.0,5.1,G0,1.18,1.155,1.141,0.081,4;16,12.4,47,,464.00,,02 10 56.8,+33 45 59,4.87,0.61,G0.5 V,DEL Tri,1.179,101,0.0965,3.7,X,02 17 03.2,+34 13 27
1653,37 Tau,3,58.8,21,49,04h03m54.1528s,+22d05m35.0638s,21,585.0,4.5,K0,0.109,0.092,0.097,0.01,4;18,12.7,32,*,897.00,A,03 58 46.8,+21 48 31,4.36,1.07,K0+  III-*,37 Tau,0.107,122,0.0125,5.7,F,04 04 41.7,+22 04 54
,,,,,,,,,,,,,,,,,,,*,897.00,B,03 58 45.3,+21 46 16,10.40,,G,,0.020,172,,,,04 04 39.4,+22 02 43
1654,Lal. 11196,5,50.3,13,55,05h55m40.5061s,+13d56m02.6158s,13,1036.0,6.5,G5,0.609,0.389,0.371,0.038,4;18,12.3,37,*,1365.00,,05 50 20.4,+13 55 18,6.60,0.65,G5   IV,Lal 11196 b,0.608,143,0.0496,5.7,P,05 56 03.4,+13 55 29
,,,,,,,,,,,,,,,,,,,,1366.00,,05 50 20.0,+13 55 27,8.50,,G5,Lal 11196 f,0.063,273,0.0041,15.0,,05 56 00.1,+13 56 27
1655,Mu Gem,6,16.9,22,34,06h22m02.6705s,+22d31m13.7869s,22,1304.0,3.2,Ma,0.129,0.06,0.075,0.016,5;21,12.1,35,,1475.00,,06 16 54.5,+22 33 54,2.88,1.64,M3   IIIab,* mu. Gem,0.125,153,0.0186,5.3,G,06 22 57.5,+22 30 49
1656,Zeta Gem,6,58.2,20,43,07h03m55.9636s,+20d34m12.9911s,20,1687.0,var,G0p,0.005,-0.004,-0.008,0.01,3;17,12.1,38,*,1651.00,A,06 58 10.6,+20 43 01,3.79,0.79,"F7-G3Ib,Ib",ZET Gem,0.008,249,-0.0005,4.9,G,07 04 06.5,+20 34 12
,,,,,,,,,,,,,,,,,,,*,1651.00,C,06 58 09.5,+20 44 35,7.55,0.62,G1   V,,0.093,295,,,,07 04 04.9,+20 35 51
1657,Tau Gem,7,4.8,30,25,07h10m22.2565s,+30d15m20.7072s,30,1439.0,4.5,K0,0.055,-0.026,-0.018,0.006,4;17,12.1,31,,1676.00,,07 04 46.4,+30 24 32,4.41,1.26,K2-  III,TAU Gem,0.052,213,0.0078,6.0,G,07 11 08.3,+30 14 42
1658,Delta Cnc,8,39.0,18,31,08h44m41.0851s,+18d09m19.1548s,18,2027.0,4.2,K0,0.236,-0.014,-0.015,0.024,6;24,12,33,*,2086.00,,08 39 00.1,+18 31 19,3.94,1.08,K0   III-*,DEL Cnc,0.233,184,0.0225,6.7,F,08 44 41.1,+18 09 15
1659,Iota Cnc,8,40.6,29,8,08h46m03.3874s,+28d46m11.2789s,29,1824.0,4.2,G5,0.051,-0.02,-0.009,0.008,5;20,12.4,32,,2091.00,A,08 40 38.7,+29 07 32,4.02,1.01,G7.5 IIIa*,IOT Cnc,0.052,207,0.0202,5.0,G,08 46 41.7,+28 45 35
,,,,,,,,,,,,,,,,,,,,2091.00,B,08 40 36.9,+29 07 51,6.57,0.04,A3   V,IOT Cnc,0.057,197,,,,08 46 40.0,+28 45 53
1660,7 Sex,9,47.0,2,55,09h52m10.7602s,+02d26m51.2702s,3,2280.0,5.9,A0,0.203,-0.183,-0.168,0.004,5;21,12.3,37,,2337.00,,09 47 02.6,+02 55 14,6.02,-0.04,A0   V s,7 Sex,0.208,293,0.0121,5.6,F,09 52 12.1,+02 27 14
1661,Lambda Boo,14,12.6,46,33,14h15m50.1931s,+46d05m08.0166s,46,1949.0,4.3,A0,0.24,-0.184,-0.169,0.028,7;25,12.1,36,,3246.00,,14 12 34.8,+46 32 50,4.18,0.08,A0p,LAM Boo,0.247,310,0.0411,8.0,G,14 16 22.9,+46 05 17
1662,Grb. 2152,14,45.2,38,13,14h48m57.8446s,+37d48m04.3686s,38,2593.0,6,F0,0.28,-0.26,-0.25,0.014,7;24,12.1,31,,3348.00,,14 45 11.0,+38 13 23,6.16,0.36,F2   V,,0.278,293,0.0225,7.9,G,14 49 06.7,+37 48 40
1663,44 B00 A,15,0.5,48,3,15h03m22.2048s,+47d39m33.0077s,48,2259.0,5.3,G0,0.409,-0.049,-0.438,0.095,7;23,12.4,32,0,0.00,0,0,0,0.00,0.00,0,0,0.000,0,0.0000,0.0,0,0,0
